START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,HOUR,DAY,MONTH,DAYOFWEEK,DAYNAME,DURATION_MIN,SPEED
2016-03-04 11:46:00,2016-03-04 12:06:00,Business,Cary,Durham,10.4,Meeting,11,4,3,4,Friday,20.0,31.200000000000003
2016-03-04 13:03:00,2016-03-04 13:25:00,Business,Durham,Cary,10.9,Meeting,13,4,3,4,Friday,22.0,29.72727272727273
2016-03-04 13:40:00,2016-03-04 14:09:00,Business,Cary,Raleigh,15.7,Customer Visit,13,4,3,4,Friday,29.0,32.48275862068965
2016-03-04 15:56:00,2016-03-04 16:08:00,Business,Raleigh,Raleigh,4.9,Meal/Entertain,15,4,3,4,Friday,12.0,24.5
2016-03-04 16:16:00,2016-03-04 16:22:00,Business,Fayetteville Street,Depot Historic District,0.8,Errand/Supplies,16,4,3,4,Friday,6.0,8.0
2016-03-04 16:43:00,2016-03-04 17:12:00,Business,Raleigh,Cary,13.5,Meeting,16,4,3,4,Friday,29.0,27.93103448275862
2016-03-04 19:02:00,2016-03-04 19:08:00,Business,Cary,Morrisville,1.9,Temporary Site,19,4,3,4,Friday,6.0,18.999999999999996
2016-03-04 19:16:00,2016-03-04 19:25:00,Business,Morrisville,Cary,2.0,Meal/Entertain,19,4,3,4,Friday,9.0,13.333333333333334
2016-03-05 11:44:00,2016-03-05 11:59:00,Business,Cary,Morrisville,6.5,Meal/Entertain,11,5,3,5,Saturday,15.0,26.0
2016-03-05 12:57:00,2016-03-05 13:12:00,Personal,Weston,Weston,4.2,Others,12,5,3,5,Saturday,15.0,16.8
2016-03-05 14:08:00,2016-03-05 14:18:00,Personal,Morrisville,Cary,3.5,Others,14,5,3,5,Saturday,10.0,21.0
2016-03-05 14:39:00,2016-03-05 15:01:00,Business,Whitebridge,Wayne Ridge,7.8,Meal/Entertain,14,5,3,5,Saturday,22.0,21.272727272727273
2016-03-05 16:52:00,2016-03-05 17:13:00,Business,Cary,Morrisville,7.8,Meal/Entertain,16,5,3,5,Saturday,21.0,22.28571428571429
2016-03-05 17:23:00,2016-03-05 17:34:00,Business,Morrisville,Cary,3.9,Meal/Entertain,17,5,3,5,Saturday,11.0,21.272727272727273
2016-03-07 09:10:00,2016-03-07 09:20:00,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,9,7,3,0,Monday,10.0,16.8
2016-03-07 09:23:00,2016-03-07 09:47:00,Business,Cary,Raleigh,12.4,Customer Visit,9,7,3,0,Monday,24.0,31.0
2016-03-07 12:10:00,2016-03-07 12:26:00,Business,Fayetteville Street,Meredith Townes,5.9,Customer Visit,12,7,3,0,Monday,16.0,22.125
2016-03-07 13:57:00,2016-03-07 14:18:00,Business,Meredith Townes,Leesville Hollow,9.4,Meeting,13,7,3,0,Monday,21.0,26.85714285714286
2016-03-07 15:19:00,2016-03-07 15:45:00,Business,Raleigh,Cary,11.9,Between Offices,15,7,3,0,Monday,26.0,27.46153846153846
2016-03-08 14:38:00,2016-03-08 14:55:00,Business,Whitebridge,Waverly Place,7.2,Between Offices,14,8,3,1,Tuesday,17.0,25.411764705882355
2016-03-08 15:35:00,2016-03-08 16:00:00,Business,Waverly Place,Whitebridge,7.6,Meal/Entertain,15,8,3,1,Tuesday,25.0,18.24
2016-03-08 16:13:00,2016-03-08 16:25:00,Personal,Whitebridge,Whitebridge,1.6,Others,16,8,3,1,Tuesday,12.0,8.0
2016-03-10 03:36:00,2016-03-10 03:53:00,Business,Cary,Morrisville,8.4,Meeting,3,10,3,3,Thursday,17.0,29.647058823529413
2016-03-10 10:08:00,2016-03-10 10:37:00,Business,East Austin,West University,12.8,Meeting,10,10,3,3,Thursday,29.0,26.482758620689655
2016-03-10 14:39:00,2016-03-10 14:55:00,Business,West University,South Congress,2.3,Others,14,10,3,3,Thursday,16.0,8.625
2016-03-10 16:18:00,2016-03-10 16:28:00,Business,South Congress,Arts District,1.6,Others,16,10,3,3,Thursday,10.0,9.600000000000001
2016-03-11 09:47:00,2016-03-11 09:59:00,Business,The Drag,Congress Ave District,2.0,Meal/Entertain,9,11,3,4,Friday,12.0,10.0
2016-03-11 10:29:00,2016-03-11 10:36:00,Business,Congress Ave District,Downtown,0.8,Others,10,11,3,4,Friday,7.0,6.857142857142858
2016-03-11 11:57:00,2016-03-11 12:04:00,Business,Downtown,Red River District,1.2,Others,11,11,3,4,Friday,7.0,10.285714285714285
2016-03-11 13:43:00,2016-03-11 13:51:00,Business,Red River District,Downtown,1.0,Others,13,11,3,4,Friday,8.0,7.5
2016-03-11 19:21:00,2016-03-11 19:35:00,Business,South Congress,The Drag,2.1,Others,19,11,3,4,Friday,14.0,9.0
2016-03-12 09:13:00,2016-03-12 09:22:00,Business,The Drag,South Congress,2.2,Others,9,12,3,5,Saturday,9.0,14.666666666666668
2016-03-12 18:27:00,2016-03-12 18:37:00,Personal,South Congress,The Drag,1.9,Others,18,12,3,5,Saturday,10.0,11.4
2016-03-13 09:07:00,2016-03-13 09:37:00,Business,The Drag,Convention Center District,5.7,Meal/Entertain,9,13,3,6,Sunday,30.0,11.4
2016-03-13 18:23:00,2016-03-13 18:43:00,Business,South Congress,North Austin,8.4,Meal/Entertain,18,13,3,6,Sunday,20.0,25.200000000000003
2016-03-13 20:07:00,2016-03-13 20:28:00,Business,Georgian Acres,The Drag,6.2,Meal/Entertain,20,13,3,6,Sunday,21.0,17.714285714285715
2016-03-13 20:39:00,2016-03-13 20:58:00,Business,The Drag,North Austin,10.5,Meal/Entertain,20,13,3,6,Sunday,19.0,33.15789473684211
2016-03-13 21:11:00,2016-03-13 21:23:00,Business,North Austin,Coxville,7.2,Meal/Entertain,21,13,3,6,Sunday,12.0,36.0
2016-03-13 22:19:00,2016-03-13 22:39:00,Business,Coxville,The Drag,12.5,Others,22,13,3,6,Sunday,20.0,37.5
2016-03-14 08:34:00,2016-03-14 08:49:00,Business,The Drag,South Congress,2.0,Errand/Supplies,8,14,3,0,Monday,15.0,8.0
2016-03-14 18:39:00,2016-03-14 18:55:00,Business,South Congress,The Drag,2.7,Others,18,14,3,0,Monday,16.0,10.125
2016-03-15 08:45:00,2016-03-15 08:57:00,Business,The Drag,Convention Center District,2.0,Meal/Entertain,8,15,3,1,Tuesday,12.0,10.0
2016-03-15 20:48:00,2016-03-15 21:01:00,Business,Downtown,The Drag,2.8,Meal/Entertain,20,15,3,1,Tuesday,13.0,12.923076923076922
2016-03-16 11:34:00,2016-03-16 11:45:00,Business,The Drag,Congress Ave District,1.7,Meal/Entertain,11,16,3,2,Wednesday,11.0,9.272727272727273
2016-03-16 14:44:00,2016-03-16 14:55:00,Business,Convention Center District,West University,2.0,Others,14,16,3,2,Wednesday,11.0,10.90909090909091
2016-03-16 18:43:00,2016-03-16 18:56:00,Business,West University,Congress Ave District,2.1,Meal/Entertain,18,16,3,2,Wednesday,13.0,9.692307692307692
2016-03-17 00:33:00,2016-03-17 00:44:00,Personal,Downtown,The Drag,1.7,Others,0,17,3,3,Thursday,11.0,9.272727272727273
2016-03-17 12:52:00,2016-03-17 15:11:00,Business,Austin,Katy,136.0,Customer Visit,12,17,3,3,Thursday,139.0,58.70503597122302
2016-03-17 15:16:00,2016-03-17 15:58:00,Business,Katy,Houston,30.2,Meeting,15,17,3,3,Thursday,42.0,43.142857142857146
2016-03-17 17:20:00,2016-03-17 18:02:00,Business,Midtown,Alief,15.5,Meal/Entertain,17,17,3,3,Thursday,42.0,22.142857142857146
2016-03-17 18:47:00,2016-03-17 19:09:00,Personal,Houston,Houston,4.9,Others,18,17,3,3,Thursday,22.0,13.363636363636365
2016-03-17 20:57:00,2016-03-17 21:28:00,Personal,Houston,Houston,12.6,Others,20,17,3,3,Thursday,31.0,24.387096774193544
2016-03-17 21:48:00,2016-03-17 22:04:00,Personal,Sharpstown,Midtown,10.4,Others,21,17,3,3,Thursday,16.0,39.0
2016-03-18 07:15:00,2016-03-18 07:21:00,Business,Midtown,Midtown,1.1,Meal/Entertain,7,18,3,4,Friday,6.0,11.0
2016-03-18 08:35:00,2016-03-18 08:43:00,Business,Midtown,Midtown,1.1,Meal/Entertain,8,18,3,4,Friday,8.0,8.25
2016-03-18 18:24:00,2016-03-18 19:08:00,Business,Midtown,Sharpstown,13.2,Meeting,18,18,3,4,Friday,44.0,18.0
2016-03-18 19:23:00,2016-03-18 19:29:00,Business,Sharpstown,Sharpstown,1.0,Errand/Supplies,19,18,3,4,Friday,6.0,10.0
2016-03-18 21:01:00,2016-03-18 21:15:00,Business,Sharpstown,Midtown,9.2,Customer Visit,21,18,3,4,Friday,14.0,39.42857142857142
2016-03-19 09:10:00,2016-03-19 09:25:00,Business,Midtown,Sharpstown,9.4,Meal/Entertain,9,19,3,5,Saturday,15.0,37.6
2016-03-19 12:50:00,2016-03-19 13:13:00,Business,Houston,Sugar Land,12.0,Customer Visit,12,19,3,5,Saturday,23.0,31.304347826086953
2016-03-19 14:01:00,2016-03-19 14:57:00,Business,Sugar Land,Houston,35.1,Customer Visit,14,19,3,5,Saturday,56.0,37.60714285714286
2016-03-19 15:34:00,2016-03-19 16:38:00,Business,Houston,Galveston,36.5,Meal/Entertain,15,19,3,5,Saturday,64.0,34.21875
2016-03-19 17:17:00,2016-03-19 17:32:00,Business,Galveston,Port Bolivar,3.1,Meal/Entertain,17,19,3,5,Saturday,15.0,12.4
2016-03-19 17:37:00,2016-03-19 17:47:00,Business,Port Bolivar,Port Bolivar,2.1,Errand/Supplies,17,19,3,5,Saturday,10.0,12.600000000000001
2016-03-19 17:52:00,2016-03-19 18:00:00,Business,Port Bolivar,Port Bolivar,1.2,Others,17,19,3,5,Saturday,8.0,9.0
2016-03-19 18:53:00,2016-03-19 19:29:00,Business,Port Bolivar,Galveston,7.5,Meeting,18,19,3,5,Saturday,36.0,12.5
2016-03-19 19:33:00,2016-03-19 20:39:00,Business,Galveston,Houston,57.0,Customer Visit,19,19,3,5,Saturday,66.0,51.81818181818181
2016-03-20 07:37:00,2016-03-20 07:48:00,Business,Midtown,Washington Avenue,5.9,Meeting,7,20,3,6,Sunday,11.0,32.18181818181819
2016-03-20 11:42:00,2016-03-20 11:56:00,Business,Washington Avenue,Midtown,6.2,Meeting,11,20,3,6,Sunday,14.0,26.571428571428573
2016-03-20 17:08:00,2016-03-20 17:34:00,Business,Midtown,Sharpstown,10.4,Others,17,20,3,6,Sunday,26.0,24.0
2016-03-20 18:34:00,2016-03-20 18:40:00,Personal,Sharpstown,Briar Meadow,1.2,Others,18,20,3,6,Sunday,6.0,11.999999999999998
2016-03-20 18:45:00,2016-03-20 19:06:00,Business,Briar Meadow,Midtown,9.6,Customer Visit,18,20,3,6,Sunday,21.0,27.42857142857143
2016-03-21 10:21:00,2016-03-21 10:26:00,Personal,Midtown,Downtown,1.0,Others,10,21,3,0,Monday,5.0,12.0
2016-03-21 16:05:00,2016-03-21 16:13:00,Business,Downtown,Midtown,0.9,Meal/Entertain,16,21,3,0,Monday,8.0,6.75
2016-03-21 18:59:00,2016-03-21 19:15:00,Business,Midtown,Sharpstown,8.8,Others,18,21,3,0,Monday,16.0,33.0
2016-03-21 20:18:00,2016-03-21 20:55:00,Business,Sharpstown,Midtown,25.6,Meal/Entertain,20,21,3,0,Monday,37.0,41.513513513513516
2016-03-22 06:17:00,2016-03-22 06:43:00,Business,Midtown,Greater Greenspoint,23.0,Meal/Entertain,6,22,3,1,Tuesday,26.0,53.07692307692307
2016-03-22 12:06:00,2016-03-22 12:24:00,Personal,Morrisville,Cary,8.1,Others,12,22,3,1,Tuesday,18.0,27.0
2016-03-22 19:12:00,2016-03-22 19:25:00,Personal,Whitebridge,Whitebridge,1.4,Others,19,22,3,1,Tuesday,13.0,6.461538461538461
2016-03-23 14:37:00,2016-03-23 14:42:00,Personal,Whitebridge,Preston,1.7,Others,14,23,3,2,Wednesday,5.0,20.400000000000002
2016-03-23 14:53:00,2016-03-23 14:59:00,Personal,Preston,Whitebridge,1.6,Others,14,23,3,2,Wednesday,6.0,16.0
2016-03-24 19:47:00,2016-03-24 19:54:00,Personal,Whitebridge,Westpark Place,2.0,Others,19,24,3,3,Thursday,7.0,17.142857142857142
2016-03-24 20:34:00,2016-03-24 20:40:00,Business,Westpark Place,Whitebridge,2.2,Others,20,24,3,3,Thursday,6.0,22.0
2016-03-25 13:24:00,2016-03-25 16:22:00,Business,Cary,Latta,144.0,Customer Visit,13,25,3,4,Friday,178.0,48.53932584269663
2016-03-25 16:52:00,2016-03-25 22:22:00,Business,Latta,Jacksonville,310.3,Customer Visit,16,25,3,4,Friday,330.0,56.41818181818182
2016-03-25 22:54:00,2016-03-26 01:39:00,Business,Jacksonville,Kissimmee,201.0,Meeting,22,25,3,4,Friday,165.0,73.0909090909091
2016-03-26 14:05:00,2016-03-26 14:29:00,Personal,Couples Glen,Isles of Buena Vista,6.7,Others,14,26,3,5,Saturday,24.0,16.75
2016-03-26 15:19:00,2016-03-26 15:49:00,Personal,Kissimmee,Orlando,8.8,Others,15,26,3,5,Saturday,30.0,17.6
2016-03-26 16:26:00,2016-03-26 16:30:00,Personal,Lake Reams,Lake Reams,1.2,Others,16,26,3,5,Saturday,4.0,18.0
2016-03-27 00:31:00,2016-03-27 00:40:00,Business,Lake Reams,Lake Reams,2.1,Errand/Supplies,0,27,3,6,Sunday,9.0,14.000000000000002
2016-03-27 01:11:00,2016-03-27 01:23:00,Business,Orlando,Kissimmee,6.6,Meal/Entertain,1,27,3,6,Sunday,12.0,32.99999999999999
2016-03-27 15:31:00,2016-03-27 15:56:00,Business,Kissimmee,Orlando,6.1,Customer Visit,15,27,3,6,Sunday,25.0,14.639999999999999
2016-03-27 21:26:00,2016-03-27 21:41:00,Personal,Orlando,Orlando,6.9,Others,21,27,3,6,Sunday,15.0,27.6
2016-03-27 23:04:00,2016-03-27 23:18:00,Personal,Orlando,Kissimmee,7.3,Others,23,27,3,6,Sunday,14.0,31.285714285714285
2016-03-28 12:29:00,2016-03-28 12:42:00,Personal,Kissimmee,Orlando,3.6,Others,12,28,3,0,Monday,13.0,16.615384615384617
2016-03-28 19:30:00,2016-03-28 20:23:00,Personal,Couples Glen,Vista East,27.2,Others,19,28,3,0,Monday,53.0,30.79245283018868
2016-03-28 22:55:00,2016-03-28 23:26:00,Personal,Orlando,Kissimmee,25.7,Others,22,28,3,0,Monday,31.0,49.74193548387096
2016-03-29 15:27:00,2016-03-29 16:11:00,Personal,Kissimmee,Orlando,13.6,Others,15,29,3,1,Tuesday,44.0,18.545454545454547
2016-03-29 18:20:00,2016-03-29 18:39:00,Personal,Sand Lake Commons,Sky Lake,6.2,Others,18,29,3,1,Tuesday,19.0,19.578947368421055
2016-03-29 20:29:00,2016-03-29 20:44:00,Personal,Sky Lake,Sand Lake Commons,6.0,Others,20,29,3,1,Tuesday,15.0,24.0
2016-03-29 23:04:00,2016-03-29 23:21:00,Personal,Orlando,Kissimmee,13.8,Others,23,29,3,1,Tuesday,17.0,48.70588235294118
2016-03-30 22:05:00,2016-03-30 22:55:00,Business,Orlando,Kissimmee,28.8,Meal/Entertain,22,30,3,2,Wednesday,50.0,34.56
2016-03-31 12:47:00,2016-03-31 13:22:00,Business,Kissimmee,Orlando,16.1,Temporary Site,12,31,3,3,Thursday,35.0,27.6
2016-03-31 14:37:00,2016-03-31 15:09:00,Business,Orlando,Kissimmee,16.4,Meal/Entertain,14,31,3,3,Thursday,32.0,30.749999999999996
2016-04-01 13:43:00,2016-04-01 14:01:00,Business,Kissimmee,Kissimmee,11.0,Meeting,13,1,4,4,Friday,18.0,36.66666666666667
2016-04-01 14:36:00,2016-04-01 15:24:00,Business,Kissimmee,Orlando,15.5,Customer Visit,14,1,4,4,Friday,48.0,19.375
2016-04-01 16:01:00,2016-04-01 16:49:00,Business,Orlando,Kissimmee,20.3,Meeting,16,1,4,4,Friday,48.0,25.375
2016-04-01 16:52:00,2016-04-01 16:57:00,Personal,Kissimmee,Kissimmee,0.7,Others,16,1,4,4,Friday,5.0,8.4
2016-04-02 08:48:00,2016-04-02 09:04:00,Personal,Kissimmee,Kissimmee,5.5,Others,8,2,4,5,Saturday,16.0,20.625
2016-04-02 11:01:00,2016-04-02 11:16:00,Personal,Kissimmee,Kissimmee,5.1,Others,11,2,4,5,Saturday,15.0,20.4
2016-04-02 12:21:00,2016-04-02 14:47:00,Business,Kissimmee,Daytona Beach,77.3,Customer Visit,12,2,4,5,Saturday,146.0,31.767123287671236
2016-04-02 16:57:00,2016-04-02 18:09:00,Business,Daytona Beach,Jacksonville,80.5,Customer Visit,16,2,4,5,Saturday,72.0,67.08333333333334
2016-04-02 19:38:00,2016-04-02 22:36:00,Business,Jacksonville,Ridgeland,174.2,Customer Visit,19,2,4,5,Saturday,178.0,58.7191011235955
2016-04-02 23:11:00,2016-04-03 01:34:00,Business,Ridgeland,Florence,144.0,Meeting,23,2,4,5,Saturday,143.0,60.41958041958042
2016-04-03 02:00:00,2016-04-03 04:16:00,Business,Florence,Cary,159.3,Meeting,2,3,4,6,Sunday,136.0,70.27941176470588
2016-04-05 21:39:00,2016-04-05 21:55:00,Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain,21,5,4,1,Tuesday,16.0,29.625
2016-04-06 00:19:00,2016-04-06 00:39:00,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,0,6,4,2,Wednesday,20.0,24.0
2016-04-07 18:20:00,2016-04-07 18:39:00,Business,Cary,Morrisville,6.1,Meal/Entertain,18,7,4,3,Thursday,19.0,19.263157894736842
2016-04-07 19:45:00,2016-04-07 20:00:00,Business,Morrisville,Cary,6.1,Errand/Supplies,19,7,4,3,Thursday,15.0,24.4
2016-04-08 12:30:00,2016-04-08 12:48:00,Business,Cary,Durham,10.5,Meeting,12,8,4,4,Friday,18.0,35.0
2016-04-08 13:34:00,2016-04-08 13:51:00,Business,Durham,Cary,8.7,Meal/Entertain,13,8,4,4,Friday,17.0,30.705882352941174
2016-04-08 13:55:00,2016-04-08 14:03:00,Business,Westpark Place,Whitebridge,1.8,Errand/Supplies,13,8,4,4,Friday,8.0,13.5
2016-04-08 14:43:00,2016-04-08 15:20:00,Business,Cary,Raleigh,19.1,Meeting,14,8,4,4,Friday,37.0,30.972972972972975
2016-04-08 16:05:00,2016-04-08 16:47:00,Business,Raleigh,Cary,18.6,Meeting,16,8,4,4,Friday,42.0,26.571428571428577
2016-04-12 09:15:00,2016-04-12 09:26:00,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,9,12,4,1,Tuesday,11.0,15.272727272727273
2016-04-12 09:34:00,2016-04-12 09:53:00,Business,Cary,Raleigh,8.9,Meeting,9,12,4,1,Tuesday,19.0,28.10526315789474
2016-04-12 10:58:00,2016-04-12 11:18:00,Business,Meredith,Cedar Hill,7.5,Customer Visit,10,12,4,1,Tuesday,20.0,22.5
2016-04-12 12:22:00,2016-04-12 12:44:00,Business,Raleigh,Morrisville,15.9,Meeting,12,12,4,1,Tuesday,22.0,43.36363636363637
2016-04-12 13:42:00,2016-04-12 14:01:00,Business,Morrisville,Cary,6.5,Meal/Entertain,13,12,4,1,Tuesday,19.0,20.526315789473685
2016-04-14 07:29:00,2016-04-14 08:09:00,Business,Cary,Holly Springs,15.3,Temporary Site,7,14,4,3,Thursday,40.0,22.950000000000003
2016-04-14 16:00:00,2016-04-14 16:43:00,Business,Holly Springs,Cary,13.7,Temporary Site,16,14,4,3,Thursday,43.0,19.11627906976744
2016-04-15 11:36:00,2016-04-15 12:07:00,Business,Cary,Raleigh,11.9,Temporary Site,11,15,4,4,Friday,31.0,23.032258064516128
2016-04-15 12:29:00,2016-04-15 12:32:00,Business,Meredith Townes,Harden Place,1.4,Errand/Supplies,12,15,4,4,Friday,3.0,27.999999999999996
2016-04-15 14:31:00,2016-04-15 15:01:00,Business,Raleigh,Cary,15.2,Meeting,14,15,4,4,Friday,30.0,30.4
2016-04-16 12:59:00,2016-04-16 13:17:00,Business,Cary,Morrisville,6.0,Errand/Supplies,12,16,4,5,Saturday,18.0,20.0
2016-04-16 15:10:00,2016-04-16 15:26:00,Business,Morrisville,Cary,6.1,Meal/Entertain,15,16,4,5,Saturday,16.0,22.875
2016-04-19 17:44:00,2016-04-19 18:08:00,Business,Whitebridge,Wayne Ridge,8.2,Meal/Entertain,17,19,4,1,Tuesday,24.0,20.499999999999996
2016-04-19 19:57:00,2016-04-19 20:19:00,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,19,19,4,1,Tuesday,22.0,21.81818181818182
2016-04-22 08:25:00,2016-04-22 09:04:00,Business,Cary,Raleigh,13.6,Meeting,8,22,4,4,Friday,39.0,20.923076923076923
2016-04-22 10:10:00,2016-04-22 10:40:00,Business,Raleigh,Cary,22.5,Meeting,10,22,4,4,Friday,30.0,45.0
2016-04-22 12:08:00,2016-04-22 12:28:00,Business,Cary,Durham,10.4,Meeting,12,22,4,4,Friday,20.0,31.200000000000003
2016-04-22 13:02:00,2016-04-22 13:26:00,Business,Durham,Cary,10.0,Meeting,13,22,4,4,Friday,24.0,25.0
2016-04-23 17:03:00,2016-04-23 17:16:00,Business,Whitebridge,Tanglewood,6.0,Meal/Entertain,17,23,4,5,Saturday,13.0,27.69230769230769
2016-04-23 18:49:00,2016-04-23 19:05:00,Business,Tanglewood,Whitebridge,6.5,Meal/Entertain,18,23,4,5,Saturday,16.0,24.375
2016-04-24 19:07:00,2016-04-24 19:16:00,Business,Cary,Morrisville,3.1,Errand/Supplies,19,24,4,6,Sunday,9.0,20.666666666666668
2016-04-24 19:46:00,2016-04-24 19:52:00,Business,Chessington,Chessington,1.9,Errand/Supplies,19,24,4,6,Sunday,6.0,18.999999999999996
2016-04-24 21:41:00,2016-04-24 21:50:00,Business,Morrisville,Cary,4.2,Between Offices,21,24,4,6,Sunday,9.0,28.000000000000004
2016-04-27 13:30:00,2016-04-27 13:40:00,Business,Whitebridge,Burtrose,4.9,Between Offices,13,27,4,2,Wednesday,10.0,29.400000000000002
2016-04-27 14:13:00,2016-04-27 14:25:00,Business,Burtrose,Whitebridge,4.8,Between Offices,14,27,4,2,Wednesday,12.0,23.999999999999996
2016-04-28 12:09:00,2016-04-28 12:34:00,Business,Cary,Raleigh,12.4,Customer Visit,12,28,4,3,Thursday,25.0,29.759999999999998
2016-04-28 13:30:00,2016-04-28 13:49:00,Business,Raleigh,Cary,32.8,Customer Visit,13,28,4,3,Thursday,19.0,103.57894736842105
2016-04-28 22:10:00,2016-04-28 22:28:00,Business,Morrisville,Cary,5.5,Customer Visit,22,28,4,3,Thursday,18.0,18.333333333333336
2016-04-29 11:44:00,2016-04-29 12:01:00,Business,Cary,Durham,9.9,Meeting,11,29,4,4,Friday,17.0,34.94117647058824
2016-04-29 13:13:00,2016-04-29 13:34:00,Business,Durham,Cary,10.0,Meeting,13,29,4,4,Friday,21.0,28.571428571428573
2016-04-29 18:46:00,2016-04-29 19:18:00,Business,Cary,Durham,14.2,Customer Visit,18,29,4,4,Friday,32.0,26.625
2016-04-29 22:44:00,2016-04-29 23:19:00,Business,Durham,Cary,18.2,Meeting,22,29,4,4,Friday,35.0,31.199999999999996
2016-04-30 18:42:00,2016-04-30 18:57:00,Business,Whitebridge,Waverly Place,7.7,Meal/Entertain,18,30,4,5,Saturday,15.0,30.8
2016-04-30 22:16:00,2016-04-30 22:34:00,Business,Waverly Place,Whitebridge,6.8,Others,22,30,4,5,Saturday,18.0,22.666666666666668
2016-05-01 13:45:00,2016-05-01 13:53:00,Business,Whitebridge,Westpark Place,2.1,Meal/Entertain,13,1,5,6,Sunday,8.0,15.75
2016-05-01 14:26:00,2016-05-01 14:31:00,Business,Westpark Place,Whitebridge,2.3,Others,14,1,5,6,Sunday,5.0,27.599999999999998
2016-05-01 17:33:00,2016-05-01 17:45:00,Business,Whitebridge,Tanglewood,6.2,Between Offices,17,1,5,6,Sunday,12.0,31.0
2016-05-01 17:54:00,2016-05-01 18:10:00,Business,Tanglewood,Parkway,7.5,Meeting,17,1,5,6,Sunday,16.0,28.125
2016-05-01 22:38:00,2016-05-01 22:49:00,Business,Parkway,Whitebridge,3.1,Errand/Supplies,22,1,5,6,Sunday,11.0,16.90909090909091
2016-05-02 14:14:00,2016-05-02 14:21:00,Business,Whitebridge,Westpark Place,2.2,Errand/Supplies,14,2,5,0,Monday,7.0,18.857142857142858
2016-05-02 15:37:00,2016-05-02 15:48:00,Business,Westpark Place,Whitebridge,3.9,Meal/Entertain,15,2,5,0,Monday,11.0,21.272727272727273
2016-05-03 22:20:00,2016-05-03 22:28:00,Business,Morrisville,Cary,2.5,Meal/Entertain,22,3,5,1,Tuesday,8.0,18.75
2016-05-04 15:16:00,2016-05-04 15:37:00,Business,Cary,Morrisville,8.7,Meal/Entertain,15,4,5,2,Wednesday,21.0,24.857142857142858
2016-05-04 20:55:00,2016-05-04 21:14:00,Business,Mcvan,Capitol One,14.5,Errand/Supplies,20,4,5,2,Wednesday,19.0,45.78947368421053
2016-05-04 21:30:00,2016-05-04 21:36:00,Business,Capitol One,University District,4.5,Meal/Entertain,21,4,5,2,Wednesday,6.0,45.0
2016-05-04 22:19:00,2016-05-04 22:27:00,Business,University District,Capitol One,5.0,Meal/Entertain,22,4,5,2,Wednesday,8.0,37.5
2016-05-05 21:24:00,2016-05-05 21:36:00,Business,Seattle,Redmond,14.2,Meal/Entertain,21,5,5,3,Thursday,12.0,70.99999999999999
2016-05-05 22:34:00,2016-05-05 22:40:00,Business,Redmond,Bellevue,2.9,Errand/Supplies,22,5,5,3,Thursday,6.0,28.999999999999996
2016-05-05 23:55:00,2016-05-06 00:08:00,Business,Bellevue,Seattle,12.9,Meeting,23,5,5,3,Thursday,13.0,59.53846153846154
2016-05-06 05:47:00,2016-05-06 06:02:00,Business,Capitol One,Mcvan,14.4,Meeting,5,6,5,4,Friday,15.0,57.6
2016-05-06 16:45:00,2016-05-06 16:59:00,Business,Chapel Hill,Morrisville,17.0,Meeting,16,6,5,4,Friday,14.0,72.85714285714286
2016-05-06 17:18:00,2016-05-06 17:44:00,Business,Morrisville,Cary,7.9,Customer Visit,17,6,5,4,Friday,26.0,18.23076923076923
2016-05-09 06:08:00,2016-05-09 06:25:00,Business,Cary,Morrisville,8.4,Customer Visit,6,9,5,0,Monday,17.0,29.647058823529413
2016-05-09 14:39:00,2016-05-09 15:06:00,Business,San Francisco,Palo Alto,20.5,Between Offices,14,9,5,0,Monday,27.0,45.55555555555556
2016-05-09 17:58:00,2016-05-09 18:26:00,Business,Palo Alto,Sunnyvale,9.8,Customer Visit,17,9,5,0,Monday,28.0,21.0
2016-05-09 19:35:00,2016-05-09 19:59:00,Business,Sunnyvale,Newark,17.6,Customer Visit,19,9,5,0,Monday,24.0,44.0
2016-05-10 09:03:00,2016-05-10 09:20:00,Business,Newark,Menlo Park,9.3,Customer Visit,9,10,5,1,Tuesday,17.0,32.82352941176471
2016-05-10 17:19:00,2016-05-10 17:31:00,Business,Menlo Park,Newark,7.9,Customer Visit,17,10,5,1,Tuesday,12.0,39.5
2016-05-11 08:35:00,2016-05-11 09:12:00,Business,Newark,San Francisco,25.6,Meeting,8,11,5,2,Wednesday,37.0,41.513513513513516
2016-05-11 21:47:00,2016-05-11 22:04:00,Business,Morrisville,Cary,8.1,Meeting,21,11,5,2,Wednesday,17.0,28.588235294117645
2016-05-14 18:35:00,2016-05-14 18:39:00,Business,Cary,Morrisville,3.1,Meal/Entertain,18,14,5,5,Saturday,4.0,46.5
2016-05-14 23:01:00,2016-05-14 23:05:00,Business,Morrisville,Cary,3.1,Meal/Entertain,23,14,5,5,Saturday,4.0,46.5
2016-05-17 13:15:00,2016-05-17 13:23:00,Business,Whitebridge,Preston,2.8,Errand/Supplies,13,17,5,1,Tuesday,8.0,21.0
